"intro_id"	"x"	"y"	"success"	"realm"	"island"	"fam"	"sp"	"Native_range_area"	"Introduction_date"	"Introduction_effort"	"Weaning_age"	"Litter_size"	"Litters_per_year"	"CV_adult_body_mass"	"CV_neonate_body_mass"
620	-71.99999437	-36.74999879	1	"NT"	0	"Dasypodidae"	"Euphractus_sexcinctus"	22257	NA	NA	NA	NA	NA	NA	NA
5806	-106.5833295	35.08333829	1	"NAM"	0	"Bovidae"	"Gazella_subgutturosa"	36389	1965	NA	NA	NA	NA	NA	NA
5906	-121.1666636	35.75000499	1	"NAM"	0	"Bovidae"	"Hemitragus_jemlahicus"	472	NA	NA	150.05	1.085714286	1	0.452558088	0.210627552
5905	-78.33332803	44.33333878	0	"NAM"	0	"Bovidae"	"Hemitragus_jemlahicus"	472	NA	NA	150.05	1.085714286	1	0.452558088	0.210627552
3558	-121.0833303	36.58333837	0	"NAM"	0	"Herpestidae"	"Herpestes_javanicus"	22220	NA	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
3569	-53.24999339	4.000003338	1	"NT"	0	"Herpestidae"	"Herpestes_javanicus"	22220	NA	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
3557	-84.74999503	38.00000511	0	"NAM"	0	"Herpestidae"	"Herpestes_javanicus"	22220	NA	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
3559	-80.2499948	25.75000447	0	"NT"	0	"Herpestidae"	"Herpestes_javanicus"	22220	1976	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
1455	-74.74999451	40.25000523	1	"NAM"	0	"Leporidae"	"Lepus_americanus"	48981	1953	NA	NA	NA	NA	NA	NA
10044	-63.58332726	45.08333881	1	"NAM"	0	"Leporidae"	"Lepus_arcticus"	29543	1975	12	46.51045333	4.9	1.5	0.179268969	0.019460131
1483	-75.8333279	37.50000508	1	"NAM"	0	"Leporidae"	"Lepus_californicus"	16116	NA	NA	NA	NA	NA	NA	NA
1479	-74.74999451	40.25000523	1	"NAM"	0	"Leporidae"	"Lepus_californicus"	16116	NA	NA	NA	NA	NA	NA	NA
1480	-84.74999503	37.91667177	1	"NAM"	0	"Leporidae"	"Lepus_californicus"	16116	NA	NA	NA	NA	NA	NA	NA
10104	-71.08332765	-53.24999965	1	"NT"	0	"Leporidae"	"Lepus_europaeus"	46507	1936	4	24.42857143	5.48452381	5.262382445	0.30960824	0.144433399
1570	-73.74999446	41.08333861	1	"NAM"	0	"Leporidae"	"Lepus_europaeus"	46507	1890	NA	24.42857143	2.329090909	4.183333333	0.146622542	0.04439411
10047	-80.2499948	43.08333871	1	"NAM"	0	"Leporidae"	"Lepus_europaeus"	46507	1912	9	29.00164	2.329090909	4.183333333	0.146622542	0.04439411
1566	-73.74999446	41.75000531	1	"NAM"	0	"Leporidae"	"Lepus_europaeus"	46507	1893	2000	29.00164	2.329090909	4.183333333	0.146622542	0.04439411
1576	-75.66666122	38.08333845	1	"NAM"	0	"Leporidae"	"Lepus_europaeus"	46507	NA	NA	24.42857143	2.329090909	4.183333333	0.146622542	0.04439411
1569	-75.41666121	40.58333858	1	"NAM"	0	"Leporidae"	"Lepus_europaeus"	46507	1890	NA	24.42857143	2.329090909	4.183333333	0.146622542	0.04439411
1564	-89.41666194	48.41667232	1	"NAM"	0	"Leporidae"	"Lepus_europaeus"	46507	1942	NA	24.42857143	2.329090909	4.183333333	0.146622542	0.04439411
1585	-61.41666048	-32.74999858	1	"NT"	0	"Leporidae"	"Lepus_europaeus"	46507	1888	36	29.00164	2.329090909	4.183333333	0.146622542	0.04439411
564	-95.0833289	18.41667076	1	"NT"	0	"Cercopithecidae"	"Macaca_arctoides"	4838	1974	32	344.8333333	1	0.657321447	0.262091782	0.034679734
571	-80.41666147	25.66667114	1	"NT"	0	"Cercopithecidae"	"Macaca_fascicularis"	8138	NA	NA	NA	NA	NA	NA	NA
577	-99.41666246	27.91667125	1	"NAM"	0	"Cercopithecidae"	"Macaca_fuscata"	645	NA	NA	NA	NA	NA	NA	NA
582	-81.99999489	29.25000465	1	"NAM"	0	"Cercopithecidae"	"Macaca_mulatta"	24753	1933	NA	248.2857143	1.0014	0.912974587	0.27680147	0.058629802
3369	-88.58332857	45.33333882	1	"NAM"	0	"Mustelidae"	"Martes_americana"	40631	1975	NA	NA	NA	NA	NA	NA
3389	-76.74999462	39.0833385	1	"NAM"	0	"Mustelidae"	"Martes_pennanti"	16814	1974	NA	NA	NA	NA	NA	NA
3445	-63.58332726	45.08333881	1	"NAM"	0	"Mephitidae"	"Mephitis_mephitis"	50603	NA	NA	48	4.779416667	1.976111111	0.2901677	0.338978671
2751	-120.9166636	37.58333842	0	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	1945	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
2710	-74.16666115	45.5000055	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	NA	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
2711	-118.4166635	34.6666716	0	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	1899	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
10072	-87.91666186	30.83333807	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	1948	8	38.42	5.1325	2.585486602	0.093416267	0.170918174
2756	-94.58332888	48.75000567	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	1948	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
10073	-76.08332791	38.58333847	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	1951	25	38.42	5.1325	2.585486602	0.093416267	0.170918174
2708	-122.749997	49.16667236	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	1960	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
2763	-82.33332824	38.83333849	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	NA	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
2753	-123.7499971	45.58333884	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	1937	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
2745	-95.41666226	31.58333811	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	1946	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
2758	-82.41666158	28.00000459	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	1950	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
2760	-122.249997	47.66667228	1	"NAM"	0	"Myocastoridae"	"Myocastor_coypus"	13957	NA	NA	38.42	5.1325	2.585486602	0.093416267	0.170918174
3135	-86.24999511	39.91667188	1	"NAM"	0	"Procyonidae"	"Nasua_nasua"	32272	NA	NA	NA	NA	NA	NA	NA
3354	-72.24999438	-41.08333235	0	"NT"	0	"Mustelidae"	"Neovison_vison"	69709	1940	NA	48.25	4.592380952	1.006944444	0.269213491	0.190989765
5001	-96.91666233	28.2500046	0	"NAM"	0	"Cervidae"	"Odocoileus_hemionus"	26679	1931	50	70.68333333	1.658863636	1	0.300803533	0.099378879
10037	-135.2499977	59.58333957	1	"NAM"	0	"Cervidae"	"Odocoileus_hemionus"	26679	1951	13	70.68333333	1.658863636	1	0.300803533	0.099378879
5005	-74.41666116	44.08333877	0	"NAM"	0	"Cervidae"	"Odocoileus_hemionus"	26679	1894	2	70.68333333	1.658863636	1	0.300803533	0.099378879
10032	-151.4166652	59.58333957	0	"NAM"	0	"Cervidae"	"Odocoileus_hemionus"	26679	1923	7	70.68333333	1.658863636	1	0.300803533	0.099378879
10031	-139.4166646	59.58333957	1	"NAM"	0	"Cervidae"	"Odocoileus_hemionus"	26679	1934	12	70.68333333	1.658863636	1	0.300803533	0.099378879
5843	-123.4166637	47.75000562	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	1920	NA	54.7	1.155555556	1	0.377968174	0.134754246
5845	-106.4166628	38.91667183	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	1950	NA	54.7	1.155555556	1	0.377968174	0.134754246
5827	-149.7499984	60.41667295	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	1983	NA	54.7	1.155555556	1	0.377968174	0.134754246
5842	-107.8333296	43.41667206	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	1969	NA	54.7	1.155555556	1	0.377968174	0.134754246
5832	-109.5833297	45.08333881	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	1942	NA	54.7	1.155555556	1	0.377968174	0.134754246
5836	-110.5833297	47.41667227	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	1943	NA	54.7	1.155555556	1	0.377968174	0.134754246
5839	-109.416663	46.75000557	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	1953	NA	54.7	1.155555556	1	0.377968174	0.134754246
5830	-110.3333297	46.08333887	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	1941	NA	54.7	1.155555556	1	0.377968174	0.134754246
5841	-112.4999965	45.83333886	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	1962	NA	54.7	1.155555556	1	0.377968174	0.134754246
5848	-103.5833293	43.83333875	1	"NAM"	0	"Bovidae"	"Oreamnos_americanus"	4911	NA	NA	54.7	1.155555556	1	0.377968174	0.134754246
5723	-106.4166628	32.6666715	1	"NAM"	0	"Bovidae"	"Oryx_gazella"	5797	1962	NA	NA	NA	NA	NA	NA
5888	-143.5833314	70.08334012	1	"NAM"	0	"Bovidae"	"Ovibos_moschatus"	15404	1969	NA	175.8333333	1.00625	0.666666667	0.39652658	0.240045273
5889	-147.2499983	70.08334012	1	"NAM"	0	"Bovidae"	"Ovibos_moschatus"	15404	1970	13	175.8333333	1.00625	0.666666667	0.39652658	0.240045273
6311	-70.24999428	-38.58333222	1	"NT"	0	"Bovidae"	"Ovis_ammon"	14494	NA	NA	71	1.285714286	1	0.323153022	0.422698519
6309	-73.16666109	-40.58333232	1	"NT"	0	"Bovidae"	"Ovis_ammon"	14494	1950	NA	71	1.285714286	1	0.323153022	0.422698519
10130	-98.91666244	27.25000455	1	"NAM"	0	"Bovidae"	"Ovis_ammon"	14494	1959	28	71	1.285714286	1	0.323153022	0.422698519
6298	-97.91666239	27.50000457	1	"NAM"	0	"Bovidae"	"Ovis_ammon"	14494	1930	NA	71	1.285714286	1	0.323153022	0.422698519
6404	-121.4166636	50.41667243	1	"NAM"	0	"Bovidae"	"Ovis_canadensis"	3480	1927	NA	86.09090909	1.038333333	1	0.443069048	0.159740011
6403	-119.5833302	50.91667245	1	"NAM"	0	"Bovidae"	"Ovis_canadensis"	3480	1927	NA	86.09090909	1.038333333	1	0.443069048	0.159740011
6461	-115.58333	34.25000492	1	"NAM"	0	"Bovidae"	"Ovis_canadensis"	3480	1983	NA	86.09090909	1.038333333	1	0.443069048	0.159740011
6455	-114.0833299	36.58333837	1	"NAM"	0	"Bovidae"	"Ovis_canadensis"	3480	1981	NA	86.09090909	1.038333333	1	0.443069048	0.159740011
6411	-114.2499966	47.83333896	1	"NAM"	0	"Bovidae"	"Ovis_canadensis"	3480	1939	2	86.09090909	1.038333333	1	0.443069048	0.159740011
6407	-123.5833304	51.2500058	1	"NAM"	0	"Bovidae"	"Ovis_canadensis"	3480	1955	NA	86.09090909	1.038333333	1	0.443069048	0.159740011
617	-80.2499948	26.75000452	1	"NAM"	0	"Hominidae"	"Pan_troglodytes"	7917	1967	NA	NA	NA	NA	NA	NA
1857	-123.6666638	49.58333905	1	"NAM"	0	"Cricetidae"	"Peromyscus_maniculatus"	55380	1951	NA	NA	NA	NA	NA	NA
10136	-75.74999456	44.41667211	1	"NAM"	0	"Procyonidae"	"Procyon_lotor"	45079	1941	8	79.44444444	3.354193548	1.00462963	0.337408072	0.157019495
2877	-71.416661	-28.99999839	0	"NT"	0	"Canidae"	"Pseudalopex_griseus"	6411	1941	NA	135	4.05	1	0.346364109	NA
5215	-85.16666172	29.75000468	1	"NAM"	0	"Cervidae"	"Rusa_unicolor"	23987	NA	NA	211.513	1.007777778	1.024043917	0.233117677	0.290602297
545	-83.24999495	9.750003638	1	"NT"	0	"Cebidae"	"Saimiri_sciureus"	13381	NA	NA	NA	NA	NA	NA	NA
546	-77.74999467	8.58333691	0	"NT"	0	"Cebidae"	"Saimiri_sciureus"	13381	NA	NA	NA	NA	NA	NA	NA
544	-69.91666093	-4.083330417	0	"NT"	0	"Cebidae"	"Saimiri_sciureus"	13381	1967	NA	NA	NA	NA	NA	NA
1721	-110.5833297	32.41667149	1	"NAM"	0	"Sciuridae"	"Sciurus_aberti"	1128	1940	NA	NA	NA	NA	NA	NA
1761	-100.7499959	46.75000557	1	"NAM"	0	"Sciuridae"	"Sciurus_carolinensis"	15899	1914	NA	64.04545455	3.270769231	1.90625	0.093146302	0.057531697
1768	-111.3333298	47.5000056	1	"NAM"	0	"Sciuridae"	"Sciurus_carolinensis"	15899	1966	NA	64.04545455	3.270769231	1.90625	0.093146302	0.057531697
1763	-102.9166626	47.41667227	1	"NAM"	0	"Sciuridae"	"Sciurus_carolinensis"	15899	1915	NA	64.04545455	3.270769231	1.90625	0.093146302	0.057531697
1760	-98.74999576	46.91667224	1	"NAM"	0	"Sciuridae"	"Sciurus_carolinensis"	15899	1904	NA	64.04545455	3.270769231	1.90625	0.093146302	0.057531697
1757	-123.0833304	49.2500057	1	"NAM"	0	"Sciuridae"	"Sciurus_carolinensis"	15899	1914	6	64.04545455	3.270769231	1.90625	0.093146302	0.057531697
1765	-98.08332906	46.91667224	1	"NAM"	0	"Sciuridae"	"Sciurus_carolinensis"	15899	1912	NA	64.04545455	3.270769231	1.90625	0.093146302	0.057531697
10152	-103.4166627	47.75000562	1	"NAM"	0	"Sciuridae"	"Sciurus_niger"	16599	1941	5	77	2.773333333	1	0.097285793	0.023183829
1782	-119.0833302	34.41667159	1	"NAM"	0	"Sciuridae"	"Sciurus_niger"	16599	NA	NA	77	2.773333333	1	0.097285793	0.023183829
1778	-98.74999576	46.91667224	1	"NAM"	0	"Sciuridae"	"Sciurus_niger"	16599	1938	NA	77	2.773333333	1	0.097285793	0.023183829
1783	-74.08332781	40.75000525	1	"NAM"	0	"Sciuridae"	"Sciurus_niger"	16599	NA	NA	77	2.773333333	1	0.097285793	0.023183829
1780	-119.7499969	36.75000505	1	"NAM"	0	"Sciuridae"	"Sciurus_niger"	16599	1900	NA	77	2.773333333	1	0.097285793	0.023183829
1779	-118.4999968	34.25000492	1	"NAM"	0	"Sciuridae"	"Sciurus_niger"	16599	1904	NA	77	2.773333333	1	0.097285793	0.023183829
1775	-102.9166626	47.41667227	1	"NAM"	0	"Sciuridae"	"Sciurus_niger"	16599	1953	18	77	2.773333333	1	0.097285793	0.023183829
1784	-76.74999462	43.08333871	1	"NAM"	0	"Sciuridae"	"Sciurus_niger"	16599	1939	44	77	2.773333333	1	0.097285793	0.023183829
10160	-84.08332833	35.41667164	1	"NAM"	0	"Suidae"	"Sus_scrofa"	108966	1920	100	67.9	4.950588235	1.528985507	0.4050536	0.385334276
4166	-83.41666163	35.25000497	1	"NAM"	0	"Suidae"	"Sus_scrofa"	108966	1940	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
10159	-74.4999945	44.08333876	1	"NAM"	0	"Suidae"	"Sus_scrofa"	108966	1900	15	67.9	4.950588235	1.528985507	0.4050536	0.385334276
10161	-85.08332838	35.91667167	0	"NAM"	0	"Suidae"	"Sus_scrofa"	108966	1962	26	67.9	4.950588235	1.528985507	0.4050536	0.385334276
651	-77.08332797	38.91667183	1	"NAM"	0	"Leporidae"	"Sylvilagus_floridanus"	26077	NA	NA	NA	NA	NA	NA	NA
656	-123.0833304	44.50000545	1	"NAM"	0	"Leporidae"	"Sylvilagus_floridanus"	26077	1941	NA	NA	NA	NA	NA	NA
655	-76.58332794	39.0833385	1	"NAM"	0	"Leporidae"	"Sylvilagus_floridanus"	26077	1922	NA	NA	NA	NA	NA	NA
657	-123.4166637	44.66667212	1	"NAM"	0	"Leporidae"	"Sylvilagus_floridanus"	26077	1939	NA	NA	NA	NA	NA	NA
650	-71.99999437	41.41667196	1	"NAM"	0	"Leporidae"	"Sylvilagus_floridanus"	26077	1924	NA	NA	NA	NA	NA	NA
1661	-80.41666147	41.58333863	1	"NAM"	0	"Sciuridae"	"Tamias_striatus"	17029	NA	NA	NA	NA	NA	NA	NA
5501	-106.5833295	35.08333829	1	"NAM"	0	"Bovidae"	"Tragelaphus_strepsiceros"	19185	1962	NA	NA	NA	NA	NA	NA
621	-71.99999437	-36.74999879	1	"NT"	0	"Dasypodidae"	"Zaedyus_pichiy"	5410	1847	NA	NA	NA	NA	NA	NA
2831	-122.9999971	48.583339	1	"NAM"	1	"Canidae"	"Vulpes_vulpes"	298642	1965	NA	40.80952381	4.769090909	1.002314815	0.198994053	0.130170369
1837	-123.3333304	48.583339	1	"NAM"	1	"Sciuridae"	"Tamiasciurus_hudsonicus"	51342	1964	NA	53.64285714	4.106842105	1.566666667	0.11529221	0.074528206
2008	-123.3333304	48.83333901	1	"NAM"	1	"Cricetidae"	"Ondatra_zibethicus"	68408	1920	NA	29.8	6.10972973	3.206298044	0.346921	0.116056071
3444	-125.5833305	49.58333905	1	"NAM"	1	"Mephitidae"	"Mephitis_mephitis"	50603	NA	NA	48	4.779416667	1.976111111	0.2901677	0.338978671
3347	-128.0833306	50.75000578	1	"NAM"	1	"Mustelidae"	"Neovison_vison"	69709	1930	NA	48.25	4.592380952	1.006944444	0.269213491	0.190989765
3348	-128.0833306	50.75000578	1	"NAM"	1	"Mustelidae"	"Neovison_vison"	69709	1930	NA	48.25	4.592380952	1.006944444	0.269213491	0.190989765
2006	-125.5833305	49.58333905	1	"NAM"	1	"Cricetidae"	"Ondatra_zibethicus"	68408	1922	NA	29.8	6.10972973	3.206298044	0.346921	0.116056071
5829	-123.9999971	48.83333901	0	"NAM"	1	"Bovidae"	"Oreamnos_americanus"	4911	1924	4	54.7	1.155555556	1	0.377968174	0.134754246
1855	-123.4166637	48.583339	1	"NAM"	1	"Cricetidae"	"Peromyscus_maniculatus"	55380	1951	NA	NA	NA	NA	NA	NA
3119	-128.0833306	50.75000578	1	"NAM"	1	"Procyonidae"	"Procyon_lotor"	45079	1930	NA	67.9	3.354193548	1.00462963	0.337408072	0.157019495
1758	-125.5833305	49.58333905	1	"NAM"	1	"Sciuridae"	"Sciurus_carolinensis"	15899	NA	NA	64.04545455	3.270769231	1.90625	0.093146302	0.057531697
646	-125.5833305	49.58333905	1	"NAM"	1	"Leporidae"	"Sylvilagus_floridanus"	26077	1964	NA	NA	NA	NA	NA	NA
1665	-123.4166637	48.583339	1	"NAM"	1	"Sciuridae"	"Tamias_townsendii"	674	1965	36	44.5	4.375	1	0.139502899	0.050321059
1663	-123.6666638	48.50000566	1	"NAM"	1	"Sciuridae"	"Tamias_townsendii"	674	NA	NA	44.5	4.375	1	0.139502899	0.050321059
2814	-125.5833305	49.58333905	1	"NAM"	1	"Canidae"	"Vulpes_vulpes"	298642	NA	NA	40.80952381	4.769090909	1.002314815	0.198994053	0.130170369
4998	-131.9166642	52.91667256	1	"NAM"	1	"Cervidae"	"Odocoileus_hemionus"	26679	NA	NA	70.68333333	1.658863636	1	0.300803533	0.099378879
1710	-166.7499993	53.75000593	1	"NAM"	1	"Sciuridae"	"Spermophilus_parryii"	36253	1895	NA	NA	NA	NA	NA	NA
2513	-132.2499975	53.58333926	0	"NAM"	1	"Castoridae"	"Castor_canadensis"	70467	1936	NA	45.8	3.732	1	0.172025481	0.16743498
10021	-132.1666642	53.91667261	1	"NAM"	1	"Cervidae"	"Cervus_elaphus"	66360	1918	4	91.45454545	1.055294118	0.92875	0.482339166	0.406412091
4997	-132.4166642	53.75000593	1	"NAM"	1	"Cervidae"	"Odocoileus_hemionus"	26679	NA	NA	70.68333333	1.658863636	1	0.300803533	0.099378879
10092	-132.4166642	53.75000593	1	"NAM"	1	"Cricetidae"	"Ondatra_zibethicus"	68408	1924	15	29.8	6.10972973	3.206298044	0.346921	0.116056071
3120	-132.4166642	53.75000593	1	"NAM"	1	"Procyonidae"	"Procyon_lotor"	45079	1949	NA	67.9	3.354193548	1.00462963	0.337408072	0.157019495
1836	-132.2499975	53.58333926	1	"NAM"	1	"Sciuridae"	"Tamiasciurus_hudsonicus"	51342	1950	6	53.64285714	4.106842105	1.566666667	0.11529221	0.074528206
2001	-164.2499992	54.75000598	1	"NAM"	1	"Cricetidae"	"Ondatra_zibethicus"	68408	NA	NA	29.8	6.10972973	3.206298044	0.346921	0.116056071
10024	-131.5833308	55.25000601	0	"NAM"	1	"Cervidae"	"Cervus_elaphus"	66360	1962	8	91.45454545	1.055294118	0.92875	0.482339166	0.406412091
1448	-160.6666657	55.25000601	1	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	1955	NA	NA	NA	NA	NA	NA
10027	-131.2499975	55.58333936	0	"NAM"	1	"Cervidae"	"Cervus_elaphus"	66360	1963	24	91.45454545	1.055294118	0.92875	0.482339166	0.406412091
10026	-131.3333308	55.6666727	0	"NAM"	1	"Cervidae"	"Cervus_elaphus"	66360	1926	3	91.45454545	1.055294118	0.92875	0.482339166	0.406412091
1441	-131.0833308	55.75000604	1	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	1923	NA	NA	NA	NA	NA	NA
5828	-131.5833308	55.41667269	1	"NAM"	1	"Bovidae"	"Oreamnos_americanus"	4911	1983	17	54.7	1.155555556	1	0.377968174	0.134754246
10051	-132.7499975	55.58333936	0	"NAM"	1	"Sciuridae"	"Marmota_monax"	35249	1930	13	41.46363636	4.356666667	1	0.14693067	0.087214097
3356	-132.7499975	55.58333936	1	"NAM"	1	"Mustelidae"	"Martes_americana"	40631	1934	NA	NA	NA	NA	NA	NA
2003	-132.7499975	55.58333936	1	"NAM"	1	"Cricetidae"	"Ondatra_zibethicus"	68408	1929	NA	29.8	6.10972973	3.206298044	0.346921	0.116056071
4050	-132.7499975	55.58333936	1	"NAM"	1	"Suidae"	"Sus_scrofa"	108966	NA	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
2838	-169.5833328	56.58333941	1	"NAM"	1	"Canidae"	"Alopex_lagopus"	75970	NA	NA	38.94444444	7.989130435	1.006944444	0.308684256	0.118818179
2002	-169.5833328	56.58333941	1	"NAM"	1	"Cricetidae"	"Ondatra_zibethicus"	68408	1913	NA	29.8	6.10972973	3.206298044	0.346921	0.116056071
10144	-169.5833328	56.58333941	1	"NAM"	1	"Cervidae"	"Rangifer_tarandus"	119337	1911	15	122.5	1.25	0.97	0.343248688	0.260223243
1713	-169.5833328	56.58333941	1	"NAM"	1	"Sciuridae"	"Spermophilus_parryii"	36253	NA	NA	NA	NA	NA	NA	NA
10036	-133.4166642	56.75000609	1	"NAM"	1	"Cervidae"	"Odocoileus_hemionus"	26679	1979	13	70.68333333	1.658863636	1	0.300803533	0.099378879
10025	-135.7499977	57.25000612	0	"NAM"	1	"Cervidae"	"Cervus_elaphus"	66360	1926	8	91.45454545	1.055294118	0.92875	0.482339166	0.406412091
3357	-134.9999977	56.91667276	1	"NAM"	1	"Mustelidae"	"Martes_americana"	40631	1934	NA	NA	NA	NA	NA	NA
5824	-134.9999977	56.91667276	1	"NAM"	1	"Bovidae"	"Oreamnos_americanus"	4911	1923	18	54.7	1.155555556	1	0.377968174	0.134754246
3117	-135.1666643	57.08333944	1	"NAM"	1	"Procyonidae"	"Procyon_lotor"	45079	1950	NA	67.9	3.354193548	1.00462963	0.337408072	0.157019495
1839	-134.9999977	56.91667276	1	"NAM"	1	"Sciuridae"	"Tamiasciurus_hudsonicus"	51342	1930	93	53.64285714	4.106842105	1.566666667	0.11529221	0.074528206
1447	-152.4166652	57.91667282	1	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	1952	NA	NA	NA	NA	NA	NA
5262	-153.583332	57.41667279	0	"NAM"	1	"Cervidae"	"Alces_alces"	45549	1966	NA	64.2	1.371045455	1.35	0.260820305	0.182502612
10006	-153.0833319	57.58333947	1	"NAM"	1	"Castoridae"	"Castor_canadensis"	70467	1925	24	45.8	3.732	1	0.172025481	0.16743498
1445	-153.2499986	57.58333947	1	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	1934	NA	NA	NA	NA	NA	NA
1440	-153.333332	57.58333947	1	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	NA	NA	NA	NA	NA	NA	NA
2508	-153.4166653	57.41667279	1	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	1934	NA	NA	NA	NA	NA	NA
3361	-153.4166653	57.41667279	1	"NAM"	1	"Mustelidae"	"Martes_americana"	40631	1940	NA	NA	NA	NA	NA	NA
3355	-153.6666653	57.58333947	0	"NAM"	1	"Mustelidae"	"Martes_americana"	40631	1920	NA	NA	NA	NA	NA	NA
3344	-153.583332	57.41667279	0	"NAM"	1	"Mustelidae"	"Neovison_vison"	69709	1920	NA	48.25	4.592380952	1.006944444	0.269213491	0.190989765
4987	-153.583332	57.41667279	1	"NAM"	1	"Cervidae"	"Odocoileus_hemionus"	26679	1930	11	70.68333333	1.658863636	1	0.300803533	0.099378879
10035	-152.4999985	57.83333948	1	"NAM"	1	"Cervidae"	"Odocoileus_hemionus"	26679	1924	16	70.68333333	1.658863636	1	0.300803533	0.099378879
2000	-153.583332	57.41667279	1	"NAM"	1	"Cricetidae"	"Ondatra_zibethicus"	68408	1925	70	29.8	6.10972973	3.206298044	0.346921	0.116056071
5825	-153.0833319	57.58333947	1	"NAM"	1	"Bovidae"	"Oreamnos_americanus"	4911	1952	17	54.7	1.155555556	1	0.377968174	0.134754246
6402	-153.583332	57.41667279	0	"NAM"	1	"Bovidae"	"Ovis_canadensis"	3480	1964	7	86.09090909	1.038333333	1	0.443069048	0.159740011
3118	-153.583332	57.41667279	1	"NAM"	1	"Procyonidae"	"Procyon_lotor"	45079	1950	NA	67.9	3.354193548	1.00462963	0.337408072	0.157019495
5346	-153.583332	57.41667279	1	"NAM"	1	"Cervidae"	"Rangifer_tarandus"	119337	1920	NA	122.5	1.25	0.97	0.343248688	0.260223243
1711	-153.583332	57.41667279	1	"NAM"	1	"Sciuridae"	"Spermophilus_parryii"	36253	NA	NA	NA	NA	NA	NA	NA
1838	-153.583332	57.41667279	1	"NAM"	1	"Sciuridae"	"Tamiasciurus_hudsonicus"	51342	1952	24	53.64285714	4.106842105	1.566666667	0.11529221	0.074528206
3359	-135.7499977	57.91667282	1	"NAM"	1	"Mustelidae"	"Martes_americana"	40631	1952	NA	NA	NA	NA	NA	NA
5826	-135.7499977	57.91667282	1	"NAM"	1	"Bovidae"	"Oreamnos_americanus"	4911	1953	22	54.7	1.155555556	1	0.377968174	0.134754246
1840	-135.7499977	57.91667282	1	"NAM"	1	"Sciuridae"	"Tamiasciurus_hudsonicus"	51342	1930	52	53.64285714	4.106842105	1.566666667	0.11529221	0.074528206
1442	-134.4166643	57.58333947	1	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	1924	NA	NA	NA	NA	NA	NA
10007	-152.9999986	58.08333949	1	"NAM"	1	"Castoridae"	"Castor_canadensis"	70467	1927	31	45.8	3.732	1	0.172025481	0.16743498
10023	-152.7499986	58.25000617	1	"NAM"	1	"Cervidae"	"Cervus_elaphus"	66360	1929	8	91.45454545	1.055294118	0.92875	0.482339166	0.406412091
1449	-152.9166652	58.08333949	0	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	1914	NA	NA	NA	NA	NA	NA
3360	-152.7499986	58.25000617	1	"NAM"	1	"Mustelidae"	"Martes_americana"	40631	1952	NA	NA	NA	NA	NA	NA
